recommendation_id,planning_run_id,finished_sku,schedule_candidate_id,blocking_operation_id,blocking_operation_name,blocking_reason,upstream_operation_id,upstream_operation_name,downstream_operation_id,downstream_operation_name,wip_item_id,wip_buffer_id,current_accepted_wip_qty,target_buffer_qty,available_buffer_capacity_qty,recommended_action,recommendation_reason,expected_schedule_effect,auto_action_allowed,advisory_only_flag
WIPREC-0161,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260727,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0162,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260803,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0163,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260803,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0164,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260803,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0165,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260803,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0166,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260803,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0167,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260803,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0168,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260803,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0169,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260810,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0170,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260810,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0171,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260810,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0172,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260810,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0173,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260810,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0174,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260810,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0175,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260810,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0176,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260817,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0177,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260817,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0178,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260817,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0179,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260817,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0180,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260817,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0181,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260817,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0182,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260817,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0183,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260824,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0184,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260824,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0185,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260824,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0186,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260824,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0187,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260824,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0188,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260824,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0189,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260824,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0190,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260831,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0191,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260831,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0192,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260831,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0193,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260831,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0194,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260831,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0195,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260831,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0196,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260831,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0197,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260907,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0198,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260907,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0199,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260907,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0200,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260907,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0201,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260907,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0202,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260907,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0203,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260907,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0204,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260914,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0205,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260914,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0206,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260914,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0207,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260914,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0208,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260914,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0209,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260914,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0210,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260914,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0211,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260921,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
